번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
152,인천광역시 동구청,인천광역시 동구 동산로64번길,인천광역시 동구 송림동 65-19,다목적,3,200,360도전방면,30,2018-05,032-770-6300,37.47407375,126.6484221,2020-03-02
153,인천광역시 동구청,인천광역시 동구 동산로 64번길 11,인천광역시 동구 송림동 65-13,다목적,1,200,360도전방면,30,2018-05,032-770-6300,37.4737033,126.6474627,2020-03-02
154,인천광역시 동구청,인천광역시 동구 송림로 108,인천광역시 동구 송림동 61-4,다목적,5,200,360도전방면,30,2018-05,032-770-6300,37.4761366,126.6467224,2020-03-02
155,인천광역시 동구청,인천광역시 동구 송림로 96,인천광역시 동구 송림동 60-82,다목적,4,200,360도전방면,30,2015-10,032-770-6300,37.4757258,126.6453076,2020-03-02
156,인천광역시 동구청,인천광역시 동구 동산로 80-1,인천광역시 동구 송림동 60-10,다목적,4,200,360도전방면,30,2017-12,032-770-6300,37.4746868,126.6460058,2020-03-02
157,인천광역시 동구청,인천광역시 동구 송림로 98,인천광역시 동구 송림동 60-1,다목적,3,200,360도전방면,30,2016-11,032-770-6300,37.4757945,126.6456433,2020-03-02
158,인천광역시 동구청,인천광역시 동구 금곡로 81번길 26,인천광역시 동구 송림동 59-69,다목적,5,200,360도전방면,30,2017-11,032-770-6300,37.4743852,126.6449271,2020-03-02
159,인천광역시 동구청,인천광역시 동구 송림로 157,인천광역시 동구 송림동 5-9,다목적,1,600,360도전방면,30,2016-06,032-770-6300,37.4781668,126.6515428,2020-03-02
160,인천광역시 동구청,인천광역시 동구 샛골로 141번길 8,인천광역시 동구 송림동 58-6,다목적,4,200,360도전방면,30,2016-06,032-770-6300,37.4752117,126.6440066,2020-03-02
161,인천광역시 동구청,인천광역시 동구 안송로 8,인천광역시 동구 송림동 56-80,다목적,4,200,360도전방면,30,2019-06,032-770-6300,37.47562,126.6424538,2020-03-02
162,인천광역시 동구청,인천광역시 동구 솔빛로 82,인천광역시 동구 송림동 56-1,다목적,4,200,360도전방면,30,2017-08,032-770-6300,37.4760223,126.6425652,2020-03-02
163,인천광역시 동구청,인천광역시 동구 솔빛로 85,인천광역시 동구 송림동 55-25,다목적,1,200,90도단방향,30,2016-12,032-770-6300,37.4762882,126.643051,2020-03-02
164,인천광역시 동구청,인천광역시 동구 솔빛로91번길 15,인천광역시 동구 송림동 55-245,다목적,5,200,360도전방면,30,2015-01,032-770-6300,37.4768178,126.6435016,2020-03-02
165,인천광역시 동구청,인천광역시 동구 송림로 83-1,인천광역시 동구 송림동 55-15,다목적,4,200,360도전방면,30,2019-10,032-770-6300,37.4758378,126.6440032,2020-03-02
166,인천광역시 동구청,인천광역시 동구 솔빛로91번길 6-17,인천광역시 동구 송림동 55-143,다목적,5,200,180도양뱡향,30,2019-10,032-770-6300,37.4763464,126.6440381,2020-03-02
167,인천광역시 동구청,인천광역시 동구 샛골로171번길 35-1,인천광역시 동구 송림동 54-13,다목적,1,600,360도전방면,30,2018-06,032-770-6300,37.4777048,126.6429904,2020-03-02
168,인천광역시 동구청,인천광역시 동구 솔빛로 85번길 33,인천광역시 동구 송림동 54-1,다목적,3,130,360도전방면,30,2019-06,032-770-6300,37.4776908,126.6431003,2020-03-02
169,인천광역시 동구청,인천광역시 동구 안송로 70,인천광역시 동구 송림동 53-68,다목적,3,200,360도전방면,30,2016-11,032-770-6300,37.4782707,126.6428388,2020-03-02
170,인천광역시 동구청,인천광역시 동구 샛골로 174,인천광역시 동구 송림동 51-71,다목적,1,130,360도전방면,30,2017-06,032-770-6300,37.4780349,126.6454457,2020-03-02
171,인천광역시 동구청,인천광역시 동구 샛골로 171-10,인천광역시 동구 송림동 50-135,다목적,1,200,90도단방향,30,2019-06,032-770-6300,37.4773334,126.6454018,2020-03-02
172,인천광역시 동구청,인천광역시 동구 샛골로 170,인천광역시 동구 송림동 50-131,다목적,2,200,180도양뱡향,30,2015-11,032-770-6300,37.477354,126.6452375,2020-03-02
173,인천광역시 동구청,인천광역시 동구 샛골로 162,인천광역시 동구 송림동 50-11,다목적,3,200,360도전방면,30,2015-11,032-770-6300,37.4768006,126.6449852,2020-03-02
174,인천광역시 동구청,인천광역시 동구 송림로 132,인천광역시 동구 송림동 43-12,다목적,1,200,360도전방면,30,2019-06,032-770-6300,37.476896,126.6493045,2020-03-02
175,인천광역시 동구청,인천광역시 동구 샛골로 172번길 49,인천광역시 동구 송림동 42-45,다목적,1,200,360도전방면,30,2016-06,032-770-6300,37.47835753,126.6476607,2020-03-02
176,인천광역시 동구청,인천광역시 동구 송림로 117번길 24,인천광역시 동구 송림동 42-186,다목적,2,200,360도전방면,30,2019-06,032-770-6300,37.477816,126.6471794,2020-03-02
177,인천광역시 동구청,인천광역시 동구 샛골로 162번길 47,인천광역시 동구 송림동 42-172,어린이보호,1,41,360도전방면,30,2019-06,032-770-6300,37.4773663,126.6474102,2020-03-02
178,인천광역시 동구청,인천광역시 동구 육송로 11,인천광역시 동구 송림동 42-142,다목적,1,130,360도전방면,30,2018-06,032-770-6300,37.4775576,126.6481473,2020-03-02
179,인천광역시 동구청,인천광역시 동구 송향로 10,인천광역시 동구 송림동 4-213,어린이보호,2,200,360도전방면,30,2019-08,032-770-6300,37.4793785,126.6521621,2020-03-02
180,인천광역시 동구청,인천광역시 동구 인중로 719번길 1,인천광역시 동구 송림동 4-161,다목적,1,200,360도전방면,30,2017-06,032-770-6300,37.4787473,126.6515617,2020-03-02
181,인천광역시 동구청,인천광역시 동구 샛골로194번길 16,인천광역시 동구 송림동 35-78,다목적,1,200,360도전방면,30,2015-10,032-770-6300,37.4792148,126.6463537,2020-03-02
182,인천광역시 동구청,인천광역시 동구 샛골로194번길 4-10,인천광역시 동구 송림동 35-6,다목적,2,200,360도전방면,30,2014-11,032-770-6300,37.4791132,126.6455834,2020-03-02
183,인천광역시 동구청,인천광역시 동구 솔빛로91번길 75,인천광역시 동구 송림동 34-62,다목적,1,200,360도전방면,30,2017-06,032-770-6300,37.47951089,126.6440781,2020-03-02
184,인천광역시 동구청,인천광역시 동구 육송로 46,인천광역시 동구 송림동 32-226,다목적,1,130,360도전방면,30,2017-06,032-770-6300,37.4789417,126.6479969,2020-03-02
185,인천광역시 동구청,인천광역시 동구 샛골로 198,인천광역시 동구 송림동 32-15,다목적,4,200,360도전방면,30,2016-11,032-770-6300,37.48291557,126.65103,2020-03-02
186,인천광역시 동구청,인천광역시 동구 육송로56번길 21,인천광역시 동구 송림동 32-1,다목적,1,200,90도단방향,30,2013-12,032-770-6300,37.47889074,126.6488069,2020-03-02
187,인천광역시 동구청,인천광역시 동구 방축로 231,인천광역시 동구 송림동 318,다목적,1,200,360도전방면,30,2019-10,032-770-6300,37.47784433,126.6696185,2020-03-02
188,인천광역시 동구청,인천광역시 동구 방축로 231,인천광역시 동구 송림동 318,어린이보호,1,200,360도전방면,30,2019-06,032-770-6300,37.47784433,126.6696185,2020-03-02
189,인천광역시 동구청,인천광역시 동구 송림로137번길 22,인천광역시 동구 송림동 31-62,다목적,1,200,360도전방면,30,2013-02,032-770-6300,37.478319,126.6493286,2020-03-02
190,인천광역시 동구청,인천광역시 동구 방축로 177번길 36,인천광역시 동구 송림동 297-16,다목적,3,200,360도전방면,30,2013-12,032-770-6300,37.48118171,126.665796,2020-03-02
191,인천광역시 동구청,인천광역시 동구 방축로 157번길 12,인천광역시 동구 송림동 297-14,다목적,1,200,360도전방면,30,2017-06,032-770-6300,37.4813625,126.6631795,2020-03-02
192,인천광역시 동구청,인천광역시 동구 봉수대로 77,인천광역시 동구 송림동 295-13,다목적,1,200,360도전방면,30,2015-01,032-770-6300,37.4829811,126.6586834,2020-03-02
193,인천광역시 동구청,인천광역시 동구 송향로 34,인천광역시 동구 송림동 293-1,다목적,1,200,360도전방면,30,2016-11,032-770-6300,37.4813122,126.652722,2020-03-02
194,인천광역시 동구청,인천광역시 동구 연송로 6,인천광역시 동구 송림동 291-4,다목적,1,200,360도전방면,30,2016-12,032-770-6300,37.47886585,126.6538086,2020-03-02
195,인천광역시 동구청,인천광역시 동구 봉수대로8번길 8,인천광역시 동구 송림동 2-65,다목적,1,200,360도전방면,30,2017-06,032-770-6300,37.4783245,126.6530493,2020-03-02
196,인천광역시 동구청,인천광역시 동구 샛골로210번길 9,인천광역시 동구 송림동 265,다목적,1,200,360도전방면,30,2019-12,032-770-6300,37.48076304,126.6469982,2020-03-02
197,인천광역시 동구청,인천광역시 동구 화도진로 26-3,인천광역시 동구 송림동 259-2,다목적,1,200,360도전방면,30,2015-01,032-770-6300,37.47532402,126.6349544,2020-03-02
198,인천광역시 동구청,인천광역시 동구 송림로61번길 4,인천광역시 동구 송림동 225-11,다목적,1,200,360도전방면,30,2013-02,032-770-6300,37.475119,126.6415867,2020-03-02
199,인천광역시 동구청,인천광역시 동구 송림로 51번길 5,인천광역시 동구 송림동 222-36,다목적,1,200,360도전방면,30,2016-06,032-770-6300,37.4748095,126.6404538,2020-03-02
200,인천광역시 동구청,인천광역시 동구 송림로43번길 42,인천광역시 동구 송림동 219-5,다목적,1,130,360도전방면,30,2016-11,032-770-6300,37.4762295,126.6402178,2020-03-02
201,인천광역시 동구청,인천광역시 동구 석수로 96,인천광역시 동구 만석동 18-4,다목적,4,200,360도전방면,30,2015-10,032-770-6300,37.4832144,126.6255928,2020-03-02
202,인천광역시 동구청,인천광역시 동구 제물량로 385번길 28,인천광역시 동구 만석동 16-10,다목적,3,200,360도전방면,30,2018-05,032-770-6300,37.4842943,126.6239324,2020-03-02
203,인천광역시 동구청,인천광역시 동구 화도진로 154번길 8,인천광역시 동구 만석동 14-15,다목적,2,200,180도양뱡향,30,2019-03,032-770-6300,37.4842987,126.6264051,2020-03-02
204,인천광역시 동구청,인천광역시 동구 화도진로 140,인천광역시 동구 만석동 127-3,다목적,2,200,360도전방면,30,2016-06,032-770-6300,37.4817612,126.6282561,2020-03-02
205,인천광역시 동구청,인천광역시 동구 화도진로 156,인천광역시 동구 만석동 12-31,다목적,1,200,360도전방면,30,2016-06,032-770-6300,37.4843228,126.6259162,2020-03-02
206,인천광역시 동구청,인천광역시 동구 화도진로 154번길 7,인천광역시 동구 만석동 12-20,다목적,1,200,90도단방향,30,2018-05,032-770-6300,37.4843953,126.6262643,2020-03-02
207,인천광역시 동구청,인천광역시 동구 금창로8번길 15,인천광역시 동구 금곡동 70-17,다목적,1,200,360도전방면,30,2015-10,032-770-6300,37.471509,126.6427158,2020-03-02
208,인천광역시 동구청,인천광역시 동구 금송로 3,인천광역시 동구 금곡동 67-15,다목적,1,200,360도전방면,30,2016-12,032-770-6300,37.4709713,126.6431257,2020-03-02
209,인천광역시 동구청,인천광역시 동구 중앙로 4,인천광역시 동구 금곡동 5-4,다목적,1,200,360도전방면,30,2019-12,032-770-6300,37.473045,126.6355817,2020-03-02
210,인천광역시 동구청,인천광역시 동구 금곡로 49,인천광역시 동구 금곡동 51-29,어린이보호,3,200,360도전방면,30,2018-12,032-770-6300,37.4735639,126.6411965,2020-03-02
211,인천광역시 동구청,인천광역시 동구 금곡로 44,인천광역시 동구 금곡동 50-15,어린이보호,1,200,360도전방면,30,2017-12,032-770-6300,37.4733187,126.6404887,2020-03-02
212,인천광역시 동구청,인천광역시 동구 금곡안로 10,인천광역시 동구 금곡동 39-29,다목적,1,130,360도전방면,30,2017-06,032-770-6300,37.472489,126.6393213,2020-03-02
213,인천광역시 동구청,인천광역시 동구 금곡로 30번길 8,인천광역시 동구 금곡동 37-10,다목적,1,200,90도단방향,30,2018-05,032-770-6300,37.4726217,126.638956,2020-03-02
214,인천광역시 동구청,인천광역시 동구 화도진로7번길 5-2,인천광역시 동구 금곡동 3-41,다목적,1,200,360도전방면,30,2017-07,032-770-6300,37.4736519,126.6358578,2020-03-02
215,인천광역시 동구청,인천광역시 동구 송림로 26-2,인천광역시 동구 금곡동 33-29,다목적,1,200,360도전방면,30,2013-02,032-770-6300,37.4734281,126.6381681,2020-03-02
216,인천광역시 동구청,인천광역시 동구 금곡로 18-6,인천광역시 동구 금곡동 21-9,다목적,4,200,270도삼방향,30,2019-12,032-770-6300,37.4724713,126.6376315,2020-03-02
217,인천광역시 동구청,인천광역시 동구 화도진로 9,인천광역시 동구 금곡동 2-13,어린이보호,3,600,360도전방면,30,2018-05,032-770-6300,37.4739605,126.6359777,2020-03-02
218,인천광역시 동구청,인천광역시 동구 금곡로 9-1,인천광역시 동구 금곡동 14-3,다목적,4,130,360도전방면,30,2016-06,032-770-6300,37.4726514,126.6367634,2020-03-02
219,인천광역시 동구청,인천광역시 동구 송림로43번길 35,인천광역시 동구 193-1,다목적,2,200,180도양뱡향,30,2018-05,032-770-6300,37.4759849,126.6397112,2020-03-02
220,인천광역시 동구청,인천광역시 동구 화수로74번길 9-3,인천광역시 동구  화수동 5-131,다목적,4,200,360도전방면,30,2018-05,032-770-6300,37.4855155,126.6310345,2020-03-02
221,인천광역시 동구청,인천광역시 동구 인중로 526-3,인천광역시 동구  화수동 2-18,다목적,4,200,360도전방면,30,2019-06,032-770-6300,37.48529517,126.631854,2020-03-02
222,인천광역시 동구청,인천광역시 동구 제물량로425번길 3,인천광역시 동구  화수동 11-20,다목적,1,200,360도전방면,30,2019-12,032-770-6300,37.48552359,126.6283759,2020-03-02
223,인천광역시 동구청,인천광역시 동구 우각로50번길 6-1,인천 동구 창영동 179-1,다목적,1,200,360도전방면,30,2019-12,032-770-6300,37.47023261,126.6400028,2020-03-02
224,인천광역시 동구청,인천광역시 동구 화도진로 9,인천광역시 동구 금곡동 2-13,다목적,1,200,360도전방면,30,2015-01,032-770-6300,37.4851956,126.6156895,2020-09-01
225,인천광역시 동구청,인천광역시 동구 중앙로 4,인천광역시 동구 금곡동 5-4,다목적,1,200,360도전방면,30,2016-06,032-770-6300,37.4873191,126.6214885,2020-09-01
226,인천광역시 동구청,인천광역시 동구 금곡로 9-1,인천광역시 동구 금곡동 14-3,다목적,1,200,360도전방면,30,2018-06,032-770-6300,37.48672441,126.6226078,2020-09-01
